Annotation order,id,Position,Company Name,Primary Keyword,charc_len,Long Description
26,2c2d9912-e7ea-575c-8c5d-67d0601cd2ba,Strong Junior or Middle ML Engineer for RaccoonDoc IDP,Innora LLC,Data Science,3263,"Are you fascinated by the limitless possibilities of Machine Learning and its applications in Natural Language Processing? Do you possess a deep understanding of Python programming, with over a year of hands-on experience in NLP? If you're eager to take on challenges that push the boundaries of technology and contribute to the innovative RaccoonDoc Intelligent Document Processing (IDP) solution, we invite you to join our team as a Machine Learning Engineer.

**Who we are?**
RaccoonDoc team is made up of experts and fans in artificial intelligence, machine learning, and data extraction. We're dedicated to staying on the cutting edge of technology and innovation, constantly researching and developing new features to enhance the capabilities of our IDP solution.
We enable the future.

**About Project**
RaccoonDoc – the first Ukrainian Intelligent Document Processing platform for extracting data from scanned and generated documents. We are building a hyper-growth SaaS startup following the best Silicon Valley practices, in Kyiv. Born in Ukraine, designed for the world.

**Whom are we looking for?**
We are currently looking for a self-motivated and ambitious ML engineer with experience in NLP.

**Requirements:**
— Proven experience of at least 1+ year in developing ML solutions with a focus on NLP applications.
— Programming skills in Python, including proficiency in popular libraries such as PyTorch, spaCy, NLTK, or Hugging Face Transformers.
— Demonstrated understanding of the Machine Learning Lifecycle, from data preprocessing and model training to deployment and maintenance.
— Preferred experience in LLM  or similar technologies, showcasing your ability to implement advanced linguistic concepts relevant to the RaccoonDoc solution.
.
**Nice to have:**
— Practical experience with cloud platforms like Azure or Amazon Web Services (AWS) for deploying ML models and managing infrastructure.
— Proficiency in web frameworks like Flask or FastAPI.
— Familiarity with containerization tools like Docker.
— Prior knowledge of object detection models and their applications would be a strong advantage.

**Responsibilities:** 
— Develop, implement, and maintain cutting-edge ML models and algorithms, with a specific focus on advancing the capabilities of the RaccoonDoc IDP solution.
— Collaborate with cross-functional teams to deeply comprehend business requirements and translate them into impactful ML solutions.
— Utilize your expertise in Python to create efficient and scalable code for data preprocessing, feature engineering, model training, and evaluation within the context of RaccoonDoc.
— Explore and integrate state-of-the-art NLP techniques to elevate our system's proficiency in tasks like text analysis, sentiment analysis, and more, all while enhancing the RaccoonDoc IDP offering.
— Research and experiment with various ML frameworks to identify the most suitable tools for optimizing the RaccoonDoc solution.
— Fine-tune models and optimize their performance to ensure seamless integration and operation within the RaccoonDoc environment.

**Benefits:** 
— No legacy code. The project is written using modern technologies and approaches
— Competitive compensation
— Young skillful team."
27,2c6a15a2-1902-59f7-a856-04c476b7c10f,Senior Big Data Engineer for Consumer Reporting Company,Epam,Python,876,"Responsibilities
Work with customer`s data throughout its lifecycle - acquisition, exploration, data cleaning, integration, interpretation

Requirements
3+ years of Big Data experience
Python experience
Experience with GCP: Dataflow, Pub/Sub, Monitoring, BiqQuery, Storage
Strong Engineering skillset and problem-solving skills
Strong SQL knowledge
ETL experience
English – B2

Nice to have
Jenkins, Terraform
Experience with data modeling, data warehouse design and data lake concepts and practices
Enterprise BI reporting – Tableau

We offer
Competitive compensation depending on experience and skills
Work in enterprise-level projects on a long-term basis
You will have a 100% remote full-time job
Unlimited access to learning courses (EPAM training courses, English regular classes, Internal Library)
Community of 38,000+ industry’s top professionals"
28,2cd87f9f-2344-5f4a-8116-478cee403b91,Senior Data Engineer,IT Space Solutions,Data Analyst,858,"Your Responsibilities:

- Experience of working in standalone mode (requiring no coaching)
- Experience writing Functional and Technical specification documentation
- Strong understanding of Data Management concepts and processes (Data Mapping, Data Quality, Data Consistency across systems)
- Strong collaboration skills
- Ability to plan work and track/communicate progress against the plan
- Experience with Python (but Scala could be welcomed as well)
- Familiarity with services architecture
- Experience with Database Schema design


Tasks:

- Analyze and organize raw data.
- Build data systems and pipelines.
- Evaluate business needs and objectives.
- Interpret trends and patterns.
- Conduct complex data analysis and report on results.
- Prepare data for prescriptive and predictive modeling.
- Build algorithms and prototypes."
29,2e2e86b8-9bd7-5275-9596-0edd9dd7c208,Back-end Developer (Python),"DataMix, CEO at Neptune Solutions",Python,1428,"DataMix is a Ukraine-based IT engineering company.

We're looking for smart, ambitious, forward-thinking problem solvers with the same set of values to join our team and help us to create innovative solutions on various markets.

**The best person for us should have:**
- A proven track record of live projects
- Minimum 3+ years of experience in Back-end development
- 2+ years of Python expertise
- Good knowledge of Django / Flask
- Good knowledge of OOP, MVC
- Good knowledge of MySQL, PostgreSQL, Redis, RabbitMQ, MongoDB
- Experience of working with REST API
- Minimum Intermediate level of written and spoken English
- Understanding of modern object programming concepts, database design principles, cloud computing, etc.

**We offer:**
- Challenging tasks;
- Opportunity to learn new technologies in an innovative industry;
- Possibility to do new things, not just maintain old;
- Plenty of responsibility and freedom in choosing technological solutions;
- Appreciation and honest/open leadership style;
- A friendly team of experts who inspire and support you;
- Flexible schedule;
- Paid vacation (21 working days per year);
- Paid sick leaves;
- Possibility to work remotely;
- Compensation negotiable, based upon experience.
- We are visiting and paying for professional conferences and meet-ups.
- We believe working on your birthday is a crime - so we outlawed it (you get the day off)."
30,2eb6bd61-5c73-57d2-bc25-f532c6245797,Machine Learning Engineer,GK group,Python,1711,"We are looking for a developer for a really exciting AI/ML project. We are trying to resurrect lost Renaissance paintings using surviving engravings and sketches of them. We are already halfway there.We need a developer who likes to experiment, try lots of different tools and approaches, and test lots of hypotheses. Experience of StableDiffusion/Midjourney usage is a must.

It would also be good to have experience training your own StableDiffusion models with a custom dataset. Full-time is preferred, but part-time is also possible.

**Responsibilities:**
- Fine-tune StableDiffusion model on a custom dataset
- Experiment with various SD training parameters
- Prepare, review, manage dataset for custom StableDiffusion model generation
- Experiment with various prompting techniques
- Experiment with various image post-processing tools and algorythms (upscaling, noise reduction, etc).
- Dataset scraping
- Write Python/JS scripts to automate manual tasks

**Requirements:**
- 3+ years software development experience
- 1+ year working in AI/ML research, training, and scaling neural networks;
- Strong programming skills in Python, Javascript;
- Ability to formulate a research problem, design, experiment, and implement solutions;
- Good analytical and quantitative skills, along with a healthy streak of creativity;
- Hands-on experience working with deep learning toolkits such as StableDiffusion, ControlNet

**We offer:**
- Flexible schedule
- Remote work
- Paid vacation and sick leave
- Development opportunities in any IT direction
- Fun and friendly team
- Personal professional growth
- Up to 100% reimbursement of the participation in core courses and conferences;"
31,3352912d-82a4-5bbd-9127-8fbc78449742,Jr. Software Developer,Qencode,Python,2469,"**About Us:**
Qencode is a leading cloud video infrastructure company based in Los Angeles, California. We provide users robust APIs for video transcoding, live streaming, content delivery, media storage, and video playback. Our offering can be customized for any media workflow and seamlessly meet new demand as users scale. Our core values stem from providing maximum value for our customers, great performance, responsive service, and affordable pricing.

**Job Overview:**
As a Junior Software Developer at Qencode, you will be part of a team that builds cutting-edge cloud video solutions for our clients. We are committed to providing an inclusive and supportive work environment that encourages personal and professional growth. Our ideal candidates are eager to learn, have a strong foundation in software development, and possess exceptional problem-solving skills.

**Responsibilities:**
 - Collaborate with the development team to design and implement cloud video applications
- Participate in the software development life cycle, including analysis, design, implementation, and deployment
- Contribute to code reviews and help maintain code quality
- Stay current with industry trends and technologies to continuously improve your skills
- Work with cross-functional teams to deliver projects on time and within scope
- Assist in creating technical documentation and user guides

**Requirements:**
- Bachelor's degree in Computer Science, Information Technology, or related field (recent graduates and upcoming graduates are welcome)
- 2+ years of experience in coding and debugging
- Proficiency in programming languages (e.g., Python, Java, C++, or JavaScript)
- Familiarity with cloud platforms (e.g., AWS, Azure, or GCP) and video technologies (e.g., codecs, streaming protocols) is a plus
- Strong problem-solving and analytical skills
- Excellent communication and interpersonal skills
- A growth mindset and willingness to learn and adapt in a fast-paced environment
- Ability to work independently and as part of a team

**What We Offer:**
- Competitive salary and benefits package
- Professional development opportunities, including access to resources and training programs
- Collaborative and inclusive work environment
- The chance to work on exciting and innovative projects in the cloud video space
- Opportunities for career growth and advancement
- Exposure to a variety of work experiences and responsibilities"
32,356b9dbd-2cbe-5063-82d8-39c66f5576f9,Data Platform Engineer,Under Defense,Data Engineer,1832,"**About project**
The EDP team is building an internal platform for Elia Group software product developers to accelerate the development and delivery of software products to tackle the massive challenges facing the energy sector. The EDP Platform is a service oriented, cloud-native platform that is being built to provide application teams with self-service capabilities to develop, run and operate their software products. EDP Platform provides services for application infrastructure, data, service lifecycle management, application build and delivery as well as services to operate their software products. The EDP Platform is deployed as a hybrid cloud, encompassing both private cloud and select public clouds.
We are looking for talented, experienced, and motivated individuals in the following role to join the EDP team to take EDP to its next level.

As Data Platform Engineer you will help building, maintaining and developing a Platform-as-a-Service in the Data area running on a multi-cloud environment with full focus on containers, cloud native technologies.

Tech Stack
	•	Kubernetes / Helm Charts/ Kubernetes Operators
	•	Gitlab
	•	ArgoCD
	•	Terraform
	•	Cloud Native Technologies/Projects
	•	GCP (general and Data services)
	•	(Big) Data technologies - PostgreSQL, TimescaleDB, Kafka, Neo4j, Spark etc. 


The individual must be at a senior level in design and development with proven skills and experience with (Big) Data technologies and Clouds and/or Cloud Native technologies:

**Requirements**
	•	3+ years of general IT experience
	•	1+ years of Big Data experience
	•	Big Data technologies and frameworks usage experience
	•	Data pipelining experience
	•	Hands-on general programming experience
	•	Programming languages skills 
	•	Strong communication skills, responsible, proactivity"
33,367d8145-d3bb-511f-a184-f69337f67381,Data Engineer,GoInteractive,Data Engineer,2661,"On this project, you will (along with our team) help develop a cutting edge system which generates efficient idiomatic PySpark and Pandas code for Data Engineering use cases. This code will be used to handle a wide variety of data types from multiple sources, performing transformations according to the user’s requirements.

In addition to PySpark/Pandas for pure Data Engineering, the system will also have uses in generating scripts for Machine Learning / Data Science applications. Prior Machine Learning or Data Science knowledge is a plus, but not necessary to perform the role.

You will use both core object oriented software engineering design principles as well as scripting techniques to delve into difficult code generation problems, finding solutions that solve important issues around readability and performance. Your knowledge of PySpark and Pandas will help you design solutions that can be assembled automatically into larger programs that perform complex operations. The role will give you the opportunity to contribute ideas and work creatively, with the opportunity to extend the engagement further.

Responsibilities:
- Develop production ready software in a collaborative manner with other expert-level software engineers
- Utilize best practices including giving and receiving code reviews, architectural reviews and over-communicating about risks related to estimates and planning
- Contribute expertise with Python, PySpark and Pandas to the project team
- Use Git, Github, CI/CD, Pytest, and technical specifications to coordinate high quality technical work
- Write down technical requirements and collaboratively solve problems, managing risk and schedule
- Bring positive energy and a can-do attitude to talented team of similarly positive and motivated engineers
- Communicate early and often in both spoken and written English over platforms like Slack, Email and video calls.

Requirements:
- 5+ years of experience with Python
- Experience with PySpark and Pandas in production environment
- Experience in design and implementation of data processing pipelines
- Working knowledge of Spark Python API
- Experience with performance tuning and monitoring of Spark jobs
- Apache Spark SQL

We offer:
- Competitive compensation, based on experience
- A culture dedicated to professional growth, with continuing education enrichment
- Possibility to work remotely
- Medical insurance
- An open, transparent and fun work culture
- Career and professional growth
- Long-term employment with 20 working days paid vacation and other social benefits
- Modern and comfortable office very close to the subway"
34,368f1e77-9ad5-503d-a2e5-6ebd0a0b4fe3,Python developer,Academy SMART,Python,1090,"This is a great opportunity to join our team, work with multiple cutting edge technologies and domains.

Responsibilities:
You will work on wide range of projects covering multiple customers and technological domains.
You will participate in creation and development of our core infrastructure.
You will participate in code reviews, learning sessions, architecture meetups and training.
You will work closely with Israel team and including managers, architects and developers.
You will write clean, readable and reusable code while maintaining our high delivery standards.

Requirements:
3+ years python 3.6+ and familiarity with frameworks such as Django / Flask
Experience with asyncio and event loop for python – Must!
Experience with both SQL (Postgres / MySql) and Non-SQL databases (MongoDB / Redis ).
Experience leveraging AWS services (boto3 & botocore, kinesis (or other like kafka), aws lambda).
Experience with reactive design patterns and functional programming approach as well as micro-service architecture and OOP.
Experience with React.JS- will be a huge plus"
35,3a6e47d0-989c-5d47-a125-08efa31c5146,"NLP Engineer, Machine Learning Engineer",Intellica,Data Science,676,"**We are looking for someone who has:**
— 3+ years of experience with ML
— Knowledge of NLP frameworks and Machine Learning techniques 
— Experience with Deep Learning frameworks
— Expertise in Python NLP and ML libraries (NLTK, Scikit-learn, NumPy)
— Upper Intermediate spoken and written English is a must


**Here’s our offer:**
— Being part of a young and talented team
— Open mindset for new technologies and processes
— Competitive salary in EUR
— Possibility to work remotely


**A few words about the project:**
As NLP Engineer you will be working on project concerning voice assistants for companies to organize effective communication with customers."
36,3b0792ff-68f7-52d1-ad81-3b2104877c07,Data Analyst,Brainstack_,Data Science,1672,"Requirements:
— Technical or Economics Degree.
— 2+ years of experience in product\marketing analytics;
— Good Knowledge of SQL (MySQL; PostgreSQL);
— Experience with Product Analytics Tools such as Google Analytics; GTM
— Knowledge of web analytics.
— Excel at a high level (pivot tables, connection to external sources).
— Analytical thinking, ability to find patterns in studied data sets, reasons for the deviations of indicators that describe business processes, briefly and accurately focus on the main causes of deviations.
— Good theoretical background in statistics, hypothesis testing, and familiarity with multivariate regression analysis (Logistic Regression, etc.)
— Intermediate English level or higher.


Would be a plus:
— Python or R;
— Experience with cloud computing services (GCP, etc.)
— Business Intelligent development (Creation of automated reporting In Google Data Studio and Tableau, work with Data Engineers to design DWH scheme and ETL processes).


Responsibilities:
— Data Analysis to identify the causes of deviations in business metrics, as well as optimization of activities.
— Evaluation of experimental results (A/B tests).
— Forecasting financial results.
— Participation in business optimization projects.

What’s in it for you:
— Possibility to be part of the creative environment and make your input to it.
— Variety of social and professional activities.
— Friendly and warm culture.
— PE employment.
— 24 calendar days of vacation paid per year.
— Medical insurance.
— Free English courses.
— Documented sick days paid.
— 3 non-documented sick days paid.
— Breakfasts/fruit/yummies in the kitchen."
37,3d574d75-1ac4-5126-b6ca-cdff1d9e9730,Team/Tech Lead Backend Engineer,Lyft,Python,2728,"At Lyft, our mission is to improve people’s lives with the world’s best transportation. To do this, we start with our own community by creating an open, inclusive, and diverse organization.

We are looking for expert software engineers to join Lyft Media teams.

Lyft Media's vision is to build the largest transportation media network. We leverage media to elevate the transportation experience for our users while building an exciting and sustainable advertising business. Our assets include several out-of-home (OOH) media units such as rooftop monitors and the largest bikeshare network in the US, while our digital assets include in-car entertainment screens and Lyft in-app sponsorship opportunities. 

As a Software Engineer for Lyft Media, you'll collaborate across product, data science, operations, and sales to move fast towards achieving product market fit, while also focusing on delighting our passengers, drivers, and advertising partners. Specifically, you will be responsible for ensuring the tablet product is technically excellent and growing in accordance with the strategy and roadmap of the Lyft Media business

Responsibilities:
Help establish roadmap and architecture based on technology and our needs
Write well-crafted, well-tested, readable, maintainable code
Participate in code reviews to ensure code quality and distribute knowledge
Share your knowledge by giving brown bags, tech talks, and promoting appropriate tech and engineering best practices
Provide high-quality of solutions by maintaining the test coverage for the product on an acceptable level according to the Definition of Done criteria
Performing thoughtful code reviews for colleagues, and help others by conducting high-quality code reviews
Participate in hiring activities: take part in technical interviews, live coding, share detailed feedback to hiring best technical talent in the function
Mentorship, knowledge sharing

Experience:
6+ years of software engineering industry experience
Be able to support the success of value delivery by enabling the team with the best practices and deep expertise in the concrete domain or technology.
Ability to design and implement scalable and reliable software solutions
Passion for new technologies and performing research and development tasks
Ability to learn fast, collaborate cross-functionally and communicate effectively.
Write clear, scalable and clear design documentation

Benefits:
Health insurance, life and personal accident insurance benefits
Mental health benefits
28 days of paid time off in addition to 12 observed holidays
Family building benefits
18 weeks of paid parental leave. Biological, adoptive, and foster parents are all eligible"
38,3e9c3c7a-846d-55d4-9479-2a43e03df1b1,Trainee Database Developer,Jabil,Data Science,586,"Responsibilities:

•  Implement practical development tasks
• Participate in design and development of ongoing projects
• Ability to competently design data warehouses
• Effectively communicate progress results
• Stay up to date on current trends in database development

Requirements:

•  Intermediate English level or higher — is a MUST
• Desire and willingness to work with databases
• Understanding of basic relational database concepts
• Basic SQL understanding
• Knowledge of software development lifecycle
• Good communication skills and strong attention to detail"
39,3feaac25-4519-59ae-bb67-d944f1510c63,Middle+/Senior Python developer,Fluvius,Python,1574,"**Required Skills:**

Minimum of 3 to 5 years’ experience in a Software Development role
4 or more years’ experience using developing software with Python
2 or more years’ in other object-oriented languages such as Java or C# is a plus
Experience in big data technologies, such as Hadoop, HBase, Spark, etc.
Good understanding of the traditional relational databases preferably PostgreSQL
Experience with streaming data processing
Proven ability to design and implement highly robust and scalable distributed software solutions
English - Upper-Intermediate level and higher

Will be a plus

Degree in Computer Science or equivalent subject
Team player, enthusiastic and capable of working in a fast, dynamic environment
Robust initiative and the ability to work with minimal oversight
Power-user capabilities with the Linux operating system
Capable of using a distributed version control system such as Git
Understanding of geospatial information systems is an asset

**Responsibilities:**

Integrating new features to large, production-running web application
Supporting platform and improving it, through customer requests
Efficient communication with all stakeholders intime 
Reporting 
Having positive leader--subordinate relations with the team
Be curious and interested in self-development
Be happy and energetic

**What we offer:**
 
Healthy workplace environment
Strong and friendly development team
Competitive reward
Compensation for education
Flexible schedule
15 paid vacation days, 7 paid days-off
Office in the city center"
40,40ebcd9b-c5c8-56ff-8ce1-dc4d2f063d37,Matlab Engineer,Fordewind,Data Science,892,"Our main areas of interest and expertise are automotive industry, smart home and smart city projects. We are focused on specific set of emerging IoT and IoE technologies, including embedded development, backend development, DevOps, Big Data and ML projects, mobile applications development, software and hardware QA.

**Our Customer** is an innovative US medical company for patient-specific solutions based on 3D modelling and digital templating.

**Main requirements**
— Matlab (2+ years); 
— Written and spoken English;
— Git;
— 3D modelling experience in Matlab.

**We offer**
— Interesting work with cutting edge and innovative technologies;
— Foreign customers;
— Professional development opportunities;
— Comfortable and modern office near metro station (KPI, Shulyavska) with convenient transport interchange;
— Flexible working hours;
— Open and friendly teammates :)"
41,45700d9b-de53-5764-acf4-adfd1110aa00,Python Software Engineer / Web3 Research Engineer,IdeaSoft,Python,3581,"We are seeking a highly motivated and experienced Python Software Engineer / Web3 Research Engineer to join our customer’s risk and security startup which provides proactive detection and actionable prevention against zero-day Web3 cyber-attacks, economic risks, and protects digital assets, protocols, and Web3 applications from significant losses. The ideal candidate should have a strong sense of ownership, past experience as a senior software engineer in the realms of cyber / computer networks / distributed systems or similar fields, and a natural curiosity about new technologies. The target individual will be responsible for adding new components and improvements to the backbone infrastructure. Your role will involve working closely with other engineers, researchers, and data scientists to develop and implement innovative solutions to complex problems in the web3 security space.

**Requirements**:

- At least 5 years of full-time experience as a senior software engineer
- Strong knowledge of Python and high-level knowledge of any other programming language
- Experience with software design and proper software SDLC (source control, CI/CD...)
- Experience with a cloud platform (e.g. AWS)
- Experience in Blockchain/DeFi
- Strong software development and system architecture skills, with the ability to independently understand and research third-party application code
- Ability to read and learn new software protocols and specs

**Will be a plus**:

- Experience working in an early-stage startup
- Experience in cybersecurity

**Qualifications**:

- Excellent problem-solving skills
- Strong communication and interpersonal skills
- Ability to work independently and as part of a team
- Ability to prioritize and multitask in a fast-paced environment

**Responsibilities**:

- Work with our team to design, develop, and maintain our crypto security operating setup that produces proactive detection and actionable prevention
- Research and analyze third-party application code to help build and expand our platform
- Work with data sources inside and outside the chains and use machine learning models to accurately predict cyber, economic, governance and public revenues before they impact
- Add new components and improvements to our backbone infrastructure
- Be responsible for building and maintaining high-performance, scalable, and secure software systems
- Collaborate with cross-functional teams to define, design, and ship new features.

**We offer**:

- Competitive compensation
- Social package (20 working days of annual leave, 4 days off, 5 paid sick days)
- Flexible working hours
- Possibility to work remotely as fully as partially
- Challenging projects in diverse business domains and a variety of tech stacks
- Personal development and professional growth opportunities
- Work with talented, ambitious and family-feel teams
- Educational possibilities: corporate courses, knowledge hubs, and in-house English classes
- Compensation for your professional certification & support for your learning activities
- Opportunity to choose IT equipment you like
- Professional accounting support
- Support for a healthy lifestyle, compensation for participation in sport events
- Fascinating corporate parties, team-building activities and memorable anniversary presents

This is a challenging and exciting opportunity to work on cutting-edge technology in the field of Web3 and security. If you are passionate about software engineering, cybersecurity, and blockchain/DeFi, we want to hear from you."
42,46214003-5117-588e-9004-c40c12bc51d5,Data Analyst,Provectus,Data Science,2460,"Our client is Abstract, a control & collaboration platform for designers and creatives. The platform helps centralize design decisions, feedback, and files in one place to streamline processes in design teams between creatives, visual professionals, and developers. It keeps track of documents, files, and all changes made to any of them. (https://www.abstract.com/)

The Analytics Engineer is responsible for maintaining and improving Abstract’s data stack to support business intelligence users and decision-makers across the company. In this role, the individual will collaborate with stakeholders across the company to understand their needs and leverage technical skills and experience in aggregating and presenting data in order to create robust reports, data products, and business solutions to address those needs.

Responsibilities:

- Design and build full-stack data infrastructure and tooling, from ingestion/logging through ETL, visualization, and delivery.
- Lead the design, development, and maintenance of ongoing metrics, reports, and tools to generate insights on product performance, customer behavior, business performance and forecasting.
- Work with business stakeholders to gather requirements, then collaborate with other Analytics engineers to create reporting and analytic solutions, and write great documentation for clear data governance.
- Be a strong advocate for a culture of process and data-informed decision-making across the whole company.
- Design efficient data structures to support analytics and reporting that scale with company growth.

Requirements:

- Ability to quickly acquire and leverage business knowledge when designing technical solutions.
- Prior experience in a data role working with data warehouses and business intelligence tools at a growing SaaS company.
- Experience building and managing data pipelines on an AWS (or other cloud) stack.
- Strong SQL skills, including SQL for data transformation and data profiling.
- Experience implementing best-practices for data modeling, especially with regards to dimensional modeling for business intelligence.
- Expertise in experimental design and analysis, particularly with messy real-world data.
- Ability to tell the story behind the numbers
- Ability to prioritize a large volume of requests by using a business-driven lens
- Experience with one programming language, preferably Python
- Experience with git and git-based workflows"
43,4642168b-bee2-51c2-ac21-79c1e2f16fdc,Data Science Manager,CustomerTimes. Corp,Data Science,3787,"Primary responsibilities fall into the following categories:

•	Plan: Deeply understand the business requirements and priorities and work with other stakeholders to identify high-impact and feasible roadmap areas for the team from time to time. The fact that the business teams may not understand how data science could help their work makes this very challenging.
•	Execute: Own the deliverables of the team and be in charge of the estimation and planning done by the team making sure that the dependencies are tracked correctly, and results are produced in an efficient and timely manner. Also take care of regular feedback and performance appraisals.
•	Guide: Act as a technical guide to the team helping them in translating the business problems to the most appropriate mix of specific machine learning or data analysis tasks. Also be a mentor to the team members helping them with career planning and growth.
•	Facilitate: Be an evangelist of best practices, the right tools and effective collaboration. Proactively create a great working environment where each individual brings out the best they can offer.
•	Communicate: Be the point of contact for the team’s work for the business teams and senior management. Create and deliver effective presentations at various stages of the projects to different audiences involved.
•	Grow: As new opportunities come, proactively do talent planning and drive the hiring activities.

If you meet most of the following requirements, you are likely to be a great fit for the position:

•	You have a strong academic background in statistics and machine learning. The typical candidate has a Bachelor’s or Master’s degree in Math, Statistics, Computer Science, Physics or such quantitative fields or has done a program from a business school in marketing, analytics etc. with a focus on quantitative approaches.
•	Overall 8+ years with most of your experience were related to data and data analysis. You have worked on a variety of complex data analysis and modeling problems, gathering a great deal of practical wisdom on how to apply these techniques to real world scenarios.
•	2+ years, you have been in a technical leadership position responsible for the output of a team. The team(s) you were leading successfully executed and delivered multiple data science projects end to end under your leadership.
•	You are competent enough to roll up your sleeves and get things done as a data scientist when the situation demands. You have a wide range of statistical and machine-learning tools under your belt. These include linear models for regression and classification, multi-level models, factor analysis & PCA, discriminant analysis, support vector machine, decision tree ensembles & bootstrap, neural networks, mixture models & clustering algorithms, and so on. You are proficient in at least one programming language commonly used for data analysis (like R/Python), and you are cozy with SQL.
•	Previously worked on business analytics problems like customer churn, lifetime value estimation, targeted marketing, personalized offers, etc. And experienced in designing & analyzing controlled experiments for targeted interventions in the field

Additional Preferred qualifications:

•	Masters or Doctorate in relevant domain.
•	Possess strong data visualization skills using programmatic tools (e.g. ggplot2, shiny, d3.js) and other visualization frameworks like victory, highcharts etc. This will be a strong plus.
•	Knowledgeable on different database and data warehousing systems like MySQL, Amazon Redshift, BigQuery, Teradata
•	Experienced in working with large data sets, with big data processing tools like MapReduce, Spark, Hive, etc. Have data engineering skills to do preprocessing, cleaning and transformations."
44,47cd37e2-ffe3-55fb-ae4e-fe814f20de59,Backend Engineer,OUTLOU:D,Python,1087,"**Responsibilities**

- Project support and development; 
- Designing a backend from the scratch for new game mechanics, expanding the existing backend functionality.
- Creating flexible code that can be easily updated as the game evolves
- Being up-to-date with Engineering literature and best practices to continue driving the studio's Engineering expertise
 
**Requirements**

- 3+ years of ASP.NET or Python  development
- Game development industry work experience
- Strong knowledge of OOP,  SOLID principles and Design Patterns
- Database architecture and optimization knowledge; 
- Experience with NoSQL and key-value DB’s (e.g Redis)
- Strong understanding and hands-on experience of Backend technologies and architecture principles
- Experience in working with cloud-based architectures and Google Cloud specifically
 
**Will be a plus**

- Understanding of A/B testing principles
- Foundation in computer science with strong competencies in data structures, algorithms, and software design
- Experience with CI/CD
- Experience with Unity
- RnD experience"
45,487523f9-a9e2-58d7-b46c-6d176d6572e2,Senior/Lead Python Developer,Bliscore,Python,1194,"💡 Hiring a Senior/Lead Python Developer! 💡 📍Ukraine

💬This is your mission:
🌀 lead the team of software engineers;
🌀 develop API using Python and Django;
🌀 work creatively in a problem-solving environment demonstrating teamwork, innovation, and excellence; 

💬Requirements:
🌀+5 years of experience with Python;
🌀 experience with Python web frameworks (e.g. FastAPI, Django, Flask) and API Design – advantage;
🌀 experience with different types of data storage (SQL, NoSQL, search engines, big data databases, object stores)
🌀 experience with algorithms;
🌀 experience with microservice architecture;
🌀 solid knowledge of SOLID, Design Patterns and OOP;
🌀 knowledge of TDD methodology;
🌀 confidence in writing Unit Tests (pytest or similar);
🌀 good understanding of Relational and Document-oriented DBMS;
🌀 experience in developing REST APIs;
🌀 excellent leadership/people/coaching skills;
🌀 upper-Intermediate level of English;

💬We offer:
🌀 competitive market salary;
🌀 flexible working hours;
🌀 paid sick leaves and vacations;
🌀 team of professionals who knows how to build world-class products;
🌀 wide range of cool opportunities for professional and personal growth;"
46,48d760a5-dee2-5e68-915c-7aca027433b2,Web Analyst for PMI,Parimatch Tech,Data Analyst,1877,"The company provides tech, marketing and communications services for partners in the betting and gambling industry.

**We invite those who fired up to:**

Build and configure the web analytics system;
Set up new events on sites, landing pages;
Conduct and analyze front-end A / B tests;
Support and revision of running scripts, identification of bugs;
Make data visualisation in Tableau systems.

**Essential professional experience:**

Excellent knowledge of GTM and Google Analytics;
Experience in setting up and analyzing A / B tests using Google Optimize;
Experience in implementing a data collection system through GTM in Google Analytics;
Experience in setting technical requirements to the development department for installing datalayer or other adjustments for analytics;
Experience with GA API;
Experience with cookies;
Knowledge of  SQL;
Experience with Tag Assitant, Dataslayer and CSS Selector Test;
Experience with App Analytics (Firebase, Appsflyer);

**Desirable skills and personal features:**

Attention to details; 
Good communication and analytical skills. 

**We care of your:

Health**

100% paid sick leaves;
Medical support & financial aid;
Benefits Cafeteria (gym/stomatology/psychological service & etc.).*

**Wealth**

Competitive salary and сonstant encouragement for your efforts and contribution;
Annual salary review;*
OKR-based bonus system;*
Gifts for significant life events (marriage, childbirth).

**Personal and professional growth**

Individual annual training budget with an opportunity to visit paid conferences, training sessions, workshops, etc.;*
Corporate English lessons;*
Personal development plan;
Feedback culture.

**Work-life balance**

20 working days of paid vacation;
Flexible schedule;
Corporate events and team-building activities;
PM Clubs;
PM Foundation Activities."
47,49bc7fe8-469e-5d03-b6e1-41ebe08eb4ec,Senior Software Engineer - .Net & Python,Team Harbour,Python,1274,"The dynamic development team is building next-generation technologies, applying Machine Learning and Natural Language Processing tools. We are looking for a full-stack web developer to join our team. Technologies used are: Python, Html/CSS, PostgreSQL, Microsoft .Net, SQL Server, MongoDB, others.

About the current project:
•	Support software solving classification problem https://sentiosoft.com/sentioAI.html

Required Technical and Professional Expertise:
•	At least 5 years of Software development experience developing applications for clients
•	English: Upper-Intermediate
•	Ability to sometimes work during US working hours
•	Basic knowledge of statistics is a plus
•	Experience with Machine Learning is a strong plus

Role and Responsibilities
•	Support Python and .NET code
•	Work with and communicate with colleagues, management and clients
•	Gather user requirements 
•	Integrate with other products
In addition, the Senior Software Engineer will be expected to obtain necessary domain expertise in the area(s) in which he/she contributes.
This is an excellent opportunity for professional growth and technical creativity in a casual work atmosphere. Our company is dedicated to the newest technologies in a low employee turnover organization."
